headline,description,link,date
TUG CREWS SPURN PACT AND STRIKE; PORT DISRUPTED; Lack of Provision of Relief Crews on Longer Trips Rankles Membership; NEW MEETINGS SOUGHT; Queen Elizabeth Will Dock Without Aid Tomorrow—City Eyes Fuel Supply,union members reject pact for failure to provide 4th craw for seagoing tugs; vote to strike 65 cos despite plea from pres O'Hare; order new talks on original demands; strikers illus,https://www.nytimes.com/1964/02/02/archives/tug-crews-spurn-pact-and-strike-port-disrupted-lack-of-provision-of.html?searchResultPosition=211,"Feb. 2, 1964"
Map: Where Hurricane Ian Hit Florida Hardest,See areas around Fort Myers and Florida’s southwest coast that experienced dangerous storm surges and extensive flooding.,https://www.nytimes.com/interactive/2022/09/29/us/hurricane-ian-flooding-fort-myers-florida.html?searchResultPosition=212,"Sept. 29, 2022"
Tesla’s Nordic Shareholders Seek to Promote Workers’ Rights in Vote,Tesla mechanics in Sweden have been striking for six months with little movement from their employer. Nordic shareholders hope to change that.,https://www.nytimes.com/2024/06/13/business/elon-musk-tesla-vote-sweden-norway.html?searchResultPosition=213,June 13
"As Dockworkers Near Contract’s End, Many Others Have a Stake","West Coast longshoremen and port operators say they’re determined to reach an agreement, but truckers and retailers relying on cargo are uneasy.",https://www.nytimes.com/2022/06/30/business/economy/ports-workers-union-california.html?searchResultPosition=214,"June 30, 2022"
Your Tales of La Guardia Airport Hell,Construction at the Queens airport hit its most disruptive phase this summer. Passengers faced long waits for shuttles and gridlock traffic. Here’s what it looked like.,https://www.nytimes.com/interactive/2019/08/29/nyregion/la-guardia-airport.html?searchResultPosition=215,"Aug. 29, 2019"
Texas Energy Industry Recovering From Hurricane’s Disruption,"Two weeks after the storm, refineries are resuming operations, deliveries and shipping are getting back to normal and gasoline prices are stabilizing.",https://www.nytimes.com/2017/09/08/business/energy-environment/texas-energy-industry.html?searchResultPosition=216,"Sept. 8, 2017"
The Maldives Is a Tiny Paradise. Why Are China and India Fighting Over It?,"Asia’s two giants are crowding the island nation with building projects, tossing its newborn democracy to and fro.",https://www.nytimes.com/2024/03/05/world/asia/maldives-china-india.html?searchResultPosition=217,March 5
Why the global supply chain is jammed.,,https://www.nytimes.com/live/2021/10/31/world/g20-summit-2021-biden/why-the-global-supply-chain-is-jammed?searchResultPosition=218,"Oct. 31, 2021"
How Russia’s War on Ukraine Is Worsening Global Starvation,"Moscow blocks most shipments from Ukraine, one of the world’s largest wheat producers, and its attacks on the country’s energy grid also disrupt the flow of food.",https://www.nytimes.com/2023/01/02/us/politics/russia-ukraine-food-crisis.html?searchResultPosition=219,"Jan. 2, 2023"
"As Ridership Soars, PATH Service Disruptions Cut Deep",Weekend work on the PATH rail system between northern New Jersey and Midtown Manhattan has been a major inconvenience for those who rely on the line.,https://www.nytimes.com/2016/08/20/nyregion/nj-path-disruptions.html?searchResultPosition=220,"Aug. 19, 2016"
Why the global supply chain is jammed.,,https://www.nytimes.com/live/2021/10/31/world/g20-summit-2021-biden/why-the-global-supply-chain-is-jammed?searchResultPosition=221,"Oct. 31, 2021"
‘You Couldn’t Plan It All if You Tried’: Cruising the Rhone River in High Style,"On a first-time luxury river cruise in France, our reporter learns why this all-inclusive trip, despite its expense, was worth it.",https://www.nytimes.com/2023/10/02/travel/france-rhone-river-cruise.html?searchResultPosition=222,"Oct. 2, 2023"
Russia says a Ukrainian drone damaged a building in Moscow.,,https://www.nytimes.com/live/2023/08/18/world/russia-ukraine-news-war/russia-says-it-shot-down-a-drone-over-central-moscow?searchResultPosition=223,"Aug. 18, 2023"
Vessels await word that they can carry the first grain shipments out of Ukraine.,,https://www.nytimes.com/2022/07/30/world/europe/turkish-ship-awaits-word-it-can-carry-first-grain-shipment-out-of-ukraine.html?searchResultPosition=224,"July 30, 2022"
"Threatened With Rail Strike, N.J. Transit Warns of Disruptions",The agency warned that under its contingency plans it would be able to transport fewer than half its regular commuters to New York City.,https://www.nytimes.com/2016/03/04/nyregion/threatened-with-rail-strike-nj-transit-warns-of-disruptions.html?searchResultPosition=225,"March 3, 2016"
Who are the Houthis?,,https://www.nytimes.com/live/2024/03/06/world/israel-hamas-war-gaza-news/who-are-the-houthis?searchResultPosition=226,March 6
South Korea delays trains and cancels some flights as the storm hits.,,https://www.nytimes.com/live/2022/09/05/world/typhoon-hinnamnor/south-korea-delays-trains-and-cancels-some-flights-as-storm-hits-peninsula?searchResultPosition=227,"Sept. 5, 2022"
J.F.K. Computer Glitch Wreaks Havoc on Air Passengers,The disruption at Terminal 7 ground the check-in process to a near halt and forced airline employees to hand-write boarding passes for thousands of unhappy passengers.,https://www.nytimes.com/2016/05/30/nyregion/verizon-service-disruption-wreaks-havoc-at-kennedy-airport.html?searchResultPosition=228,"May 30, 2016"
Subway Service Disrupted After Water Main Break on Upper West Side,"Subway service on the No. 1, 2 and 3 lines has resumed in time for the evening commute after water flooded the area around Lincoln Center.",https://www.nytimes.com/2020/01/13/nyregion/water-main-break-flood.html?searchResultPosition=229,"Jan. 13, 2020"
"As a grain shipment heads to Lebanon, fighting intensifies on many fronts.",,https://www.nytimes.com/2022/08/02/world/europe/as-a-grain-shipment-heads-to-lebanon-fighting-intensifies-on-many-fronts.html?searchResultPosition=230,"Aug. 2, 2022"
Newark Airport Traffic Is Briefly Halted After Drone Is Spotted,"The disruption at Newark Liberty International Airport lasted about 90 minutes, after pilots reported seeing a drone about 3,500 feet over a nearby private airport.",https://www.nytimes.com/2019/01/22/nyregion/drones-newark-airport-ground-stop.html?searchResultPosition=231,"Jan. 22, 2019"
"Grateful for E.U. Aid, Ukraine Now Waits for the United States","The E.U. package of about $54 billion will be spent on nonmilitary expenses, like pensions, payments to displaced people and paying teachers and doctors.",https://www.nytimes.com/2024/02/01/world/europe/ukraine-eu-aid.html?searchResultPosition=232,Feb. 1
America’s almond farmers are getting squeezed out of the supply chain.,,https://www.nytimes.com/live/2022/04/28/business/gdp-inflation-news/americas-almond-farmers-are-getting-squeezed-out-of-the-supply-chain?searchResultPosition=233,"April 28, 2022"
A chunk of world trade is stuck waiting for the Suez Canal to clear.,,https://www.nytimes.com/2021/03/29/business/a-chunk-of-world-trade-is-stuck-waiting-for-the-suez-canal-to-clear.html?searchResultPosition=234,"March 29, 2021"
What Would a No-Deal Brexit Look Like?,"A no-deal Brexit, once unthinkable, could happen in less than two weeks, barring a deadline extension. Here are some of the likely consequences.",https://www.nytimes.com/2019/04/02/world/europe/brexit-no-deal-outcomes.html?searchResultPosition=235,"April 2, 2019"
$2.1 Billion AirTrain to La Guardia Gets Green Light from U.S.,"The approval, a victory for Gov. Cuomo, comes over the objections of environmentalists and elected officials and clears way for construction.",https://www.nytimes.com/2021/07/20/nyregion/laguardia-airport-train.html?searchResultPosition=236,"July 20, 2021"
"14 Die and Hundreds Sickened in Pakistan, and the Cause Is a Mystery","Officials are giving conflicting explanations of the cause of the trouble, which may stem from a gas leak at Karachi’s port.",https://www.nytimes.com/2020/02/19/world/asia/karachi-pakistan-gas-leak.html?searchResultPosition=237,"Feb. 19, 2020"
"Matt Damon, Fran Drescher and an Indian Soybean Farmer on 2024",I asked an array of people what they’re wishing for in the new year.,https://www.nytimes.com/2023/12/27/opinion/matt-damon-fran-drescher-2024.html?searchResultPosition=238,"Dec. 27, 2023"
"Tariffs, Traffic and Red Tape: What a ‘No-Deal’ Brexit Could Mean for Britain","If British and E.U. negotiators fail to reach a trade deal before a Dec. 31 deadline, disruptions at ports and on roads could ensue, and goods are likely to get more expensive because of new duties.",https://www.nytimes.com/2020/12/18/world/europe/no-deal-brexit.html?searchResultPosition=239,"Dec. 18, 2020"
How the Supply Chain Crisis Unfolded,"The highly intricate and interconnected global supply chain is in upheaval, and in one way or another, much of the crisis can be traced to the outbreak of Covid-19.",https://www.nytimes.com/interactive/2021/12/05/business/economy/supply-chain.html?searchResultPosition=240,"Dec. 5, 2021"
How the Supply Chain Crisis Unfolded,"The highly intricate and interconnected global supply chain is in upheaval, and in one way or another, much of the crisis can be traced to the outbreak of Covid-19.",https://www.nytimes.com/interactive/2021/12/05/business/economy/supply-chain.html?searchResultPosition=241,"Dec. 5, 2021"
‘Everybody Is a Bit on Edge’: Sailors Trade Tips on Steering Clear of Orcas,"With a pod of the sea creatures ramming boats in the Strait of Gibraltar, some crews are turning to homegrown solutions. Can playing heavy metal really keep them away?",https://www.nytimes.com/2023/11/15/world/europe/orcas-attacks-boats.html?searchResultPosition=242,"Nov. 15, 2023"
"New York, Overwhelmed, Toughens Stance on Housing Migrant Families",The city will impose a 60-day limit on how long families with children can stay at any one shelter before having to leave and reapply to enter the system.,https://www.nytimes.com/2023/10/18/nyregion/migrants-shelter-nyc.html?searchResultPosition=243,"Oct. 18, 2023"
Hurricane Hilary: What Travelers Need to Know,Flights and other travel plans may be disrupted by the powerful storm moving up the Baja California Peninsula and toward the southwestern United States.,https://www.nytimes.com/2023/08/18/travel/hurricane-hilary-travel-california.html?searchResultPosition=244,"Aug. 18, 2023"
"Port Authority Bomber Was Trying to Commit Suicide, Defense Argues","As the terror trial of Akayed Ullah opened, his lawyer said he had nothing to do with the Islamic State, but had tried to kill himself with a pipe bomb.",https://www.nytimes.com/2018/10/30/nyregion/port-authority-bombing-trial.html?searchResultPosition=245,"Oct. 30, 2018"
More Ukrainian officials accuse Russia of intentionally slowing grain shipments.,A U.N.-brokered deal ended a five-month Russian blockade of Ukrainian ports and freed millions of tons of agricultural products for a 120-day period.,https://www.nytimes.com/2022/10/23/world/europe/more-ukrainian-officials-accuse-russia-of-intentionally-slowing-grain-shipments.html?searchResultPosition=246,"Oct. 23, 2022"
China reports strong export numbers despite shipping delays.,"Officials said the country’s exports surged 32.2 percent in June compared with the same month last year, surprising many economists.",https://www.nytimes.com/2021/07/13/business/china-exports.html?searchResultPosition=247,"July 13, 2021"
"Bomber Strikes Near Times Square, Disrupting City but Killing None","The would-be suicide attacker told officials he set off the bomb in retaliation for U.S. strikes on ISIS, targeting a subway tunnel because of its Christmas-themed posters.",https://www.nytimes.com/2017/12/11/nyregion/explosion-times-square.html?searchResultPosition=248,"Dec. 11, 2017"
A Forgotten Italian Port Could Become a Chinese Gateway to Europe,"Despite American objections, Italy is set to become the first Group of 7 nation to participate in Beijing’s vast One Belt, One Road infrastructure project.",https://www.nytimes.com/2019/03/18/world/europe/italy-trieste-china-belt-road.html?searchResultPosition=249,"March 18, 2019"
Inside the Commando Raids Unnerving Russia in Crimea,The lightning assaults are part of a larger campaign using drones and missiles to degrade Russian forces and demoralize the public.,https://www.nytimes.com/2023/10/22/world/europe/ukraine-commandos-russia-crimea.html?searchResultPosition=250,"Oct. 22, 2023"
"A Year After Suez Blockage, Another Evergreen Ship Is Mired in the Chesapeake","The Ever Forward ran aground after leaving Baltimore on Sunday, nearly a year after the Ever Given became lodged in the Suez Canal, disrupting global trade for nearly a week.",https://www.nytimes.com/2022/03/15/business/ever-forward-stuck-chesapeake-bay.html?searchResultPosition=251,"March 15, 2022"
‘From Worst to Best’: Gleaming New La Guardia Terminal Opens,The airport that Joe Biden once said was more suited to a “third-world’’ country has a gleaming new terminal to show off.,https://www.nytimes.com/2022/01/27/nyregion/la-guardia-airport-terminal-completion.html?searchResultPosition=252,"Jan. 27, 2022"
The $2.8 Billion Hole in U.S. Sanctions on Iran,"A Times investigation reveals how lax government oversight allowed shadowy oil tankers, covered by American insurance, to fund Iran’s regime.",https://www.nytimes.com/interactive/2024/02/16/world/middleeast/iran-oil-tankers-sanctions.html?searchResultPosition=253,Feb. 16
2 Held in France Over ‘Violent’ Plot to Disrupt Presidential Campaign,The interior minister said that bomb-making material and explosives had been found at an apartment in Marseille rented by two men known for their “radicalization.”,https://www.nytimes.com/2017/04/18/world/europe/france-presidential-election-attack-plot.html?searchResultPosition=254,"April 18, 2017"
"Riding With a Trucker, Witnessing India’s Past and Potential",Ragib Khan’s careful journey at the wheel of a long-haul truck revealed how far India’s infrastructure has come and how far it has to go.,https://www.nytimes.com/2024/07/31/business/india-trucking-highways-infrastructure.html?searchResultPosition=255,July 31
"Coast to Coast, a Brutal Mix of Snow, Rain and Bitter Cold","More than 40 million Americans were under winter weather advisories on Saturday, with blizzards in the Midwest, flooding in the Northeast and freezing temperatures across much of the country.",https://www.nytimes.com/2024/01/13/us/winter-storm-snow-rain-forecast.html?searchResultPosition=256,Jan. 13
New York-Area Ports Shut Down as Longshoremen Walk Off the Job,"The walkout came as a surprise to many, according to officials, and the reasons behind the move were not immediately clear.",https://www.nytimes.com/2016/01/30/nyregion/new-york-area-ports-longshoremen.html?searchResultPosition=257,"Jan. 29, 2016"
Hurricane Ian’s Toll Poses Another Hurdle for Election Officials in Florida,A Thursday deadline is looming for counties to mail absentee ballots to voters. Early voting begins on Oct. 24.,https://www.nytimes.com/2022/10/04/us/politics/hurricane-ian-mail-voting-florida.html?searchResultPosition=258,"Oct. 4, 2022"
Russia Slowly Throttles a Ukrainian Port,"When Russia fired on Ukrainian naval vessels, some say it was looking to rewrite the rules in the Sea of Azov and possibly elsewhere, just as China has done in the South China Sea.",https://www.nytimes.com/2018/12/14/world/europe/moscow-ukraine-azov-mariupol.html?searchResultPosition=259,"Dec. 14, 2018"
"With Americans Stuck at Home, Trade With China Roars Back",Reducing trade with China was supposed to happen in 2020. But demand for Chinese goods has soared amid pandemic lockdowns.,https://www.nytimes.com/2020/12/14/business/economy/us-china-trade-covid.html?searchResultPosition=260,"Dec. 14, 2020"
"For Right-Wing Italian Youth, a Mission to Disrupt Migration",The plan is to monitor aid ships that are rescuing migrants at danger in the Mediterranean.,https://www.nytimes.com/2017/07/21/world/europe/for-right-wing-italian-youth-a-mission-to-disrupt-migration.html?searchResultPosition=261,"July 21, 2017"
Shenzhen imposes a lockdown and Shanghai restricts nonessential travel as China’s new cases jump.,,https://www.nytimes.com/live/2022/03/13/world/covid-19-mandates-cases-vaccine/china-shanghai-shenzhen?searchResultPosition=262,"March 13, 2022"
"With Americans Stuck at Home, Trade With China Roars Back",Reducing trade with China was supposed to happen in 2020. But demand for Chinese goods has soared amid pandemic lockdowns.,https://www.nytimes.com/2020/12/14/business/economy/us-china-trade-covid.html?searchResultPosition=263,"Dec. 14, 2020"
France and Britain Strike Deal to Reopen Border for Freight and Some Travel,"Two days after France shut down the frontier, Britain agreed to broad virus tests for truck drivers as part of an agreement to reopen rail, air and sea routes.",https://www.nytimes.com/2020/12/22/world/europe/uk-france-covid-19-border.html?searchResultPosition=264,"Dec. 22, 2020"
"Wait, La Guardia Is Nice Now? Inside New York’s $25 Billion Airport Overhaul",The city is not exactly known for its state-of-the-art airports. That should change by 2030.,https://www.nytimes.com/2022/07/21/nyregion/nyc-airports-renovation.html?searchResultPosition=265,"July 21, 2022"
Strike Disrupts Ports in Northwest,,https://www.nytimes.com/1988/01/16/us/strike-disrupts-ports-in-northwest.html?searchResultPosition=266,"Jan. 16, 1988"
Good Call on Long Island Gas Port,Catskill Mountainkeeper applauds Gov. Andrew M. Cuomo’s decision to veto the proposed liquefied natural gas port off Long Island.,https://www.nytimes.com/2015/11/25/opinion/good-call-on-long-island-gas-port.html?searchResultPosition=267,"Nov. 25, 2015"
"Africa faces immediate pain from the grain deal’s suspension, but the impact on Ukraine could be delayed.",,https://www.nytimes.com/live/2022/10/31/world/russia-ukraine-war-news/africa-faces-immediate-pain-from-the-grain-deals-suspension-but-the-impact-on-ukraine-could-be-delayed?searchResultPosition=268,"Oct. 31, 2022"
"Russia resumes its participation in the Black Sea grain deal, for now.",,https://www.nytimes.com/live/2023/04/19/world/russia-ukraine-news/russia-resumes-its-participation-in-the-black-sea-grain-deal-for-now?searchResultPosition=269,"April 19, 2023"
East Coast Storm Disrupts Thanksgiving Travel,"New York City saw less than a half-inch of snow, but suburbs to the north and west reported as much as 10 inches by Wednesday night.",https://www.nytimes.com/2014/11/27/nyregion/east-coast-storm-thanksgiving-travel.html?searchResultPosition=270,"Nov. 26, 2014"
Another ship earmarked for humanitarian aid has left Ukraine.,,https://www.nytimes.com/2022/08/30/world/europe/another-ship-earmarked-for-humanitarian-aid-has-left-ukraine.html?searchResultPosition=271,"Aug. 30, 2022"
U.K. Tightens Restrictions as Alarm About Virus Variant Grows,"British officials said severely curtailing human contact was the only way to protect people. Efforts to restart trade stalled, with more than 5,000 trucks stuck at English ports.",https://www.nytimes.com/2020/12/23/world/europe/coronavirus-variant-uk-ports.html?searchResultPosition=272,"Dec. 23, 2020"
Climate Change Could Worsen Supply Chain Turmoil,A drought that has crippled economic activity in southwestern China hints at the kind of disruption that climate change could wreak on global supply chains.,https://www.nytimes.com/2022/09/08/business/economy/climate-change-supply-chain.html?searchResultPosition=273,"Sept. 8, 2022"
"Africa faces immediate pain from the grain deal’s suspension, but the impact on Ukraine could be delayed.",,https://www.nytimes.com/live/2022/10/31/world/russia-ukraine-war-news/africa-faces-immediate-pain-from-the-grain-deals-suspension-but-the-impact-on-ukraine-could-be-delayed?searchResultPosition=274,"Oct. 31, 2022"
Rail Strike May Disrupt Industries Across North America,"The dispute over wages and benefits is likely to disrupt major industries throughout North America, including automakers and oil companies.",https://www.nytimes.com/2015/02/16/business/international/canadian-pacific-railway-strike-may-affect-north-american-industries.html?searchResultPosition=275,"Feb. 15, 2015"
17 New Books Coming in May,"New novels from R.O. Kwon, Kevin Kwan and Miranda July; a reappraisal of Carolyn Bessette-Kennedy; memoirs from Brittney Griner and Kathleen Hanna — and more.",https://www.nytimes.com/2024/04/29/books/review/new-books-may.html?searchResultPosition=276,April 29
"Subway Delays, Again, Disrupt Commutes; L.I.R.R. Will Offer Some Discounts","In what has become a seemingly weekly ritual, a series of problems cropped up across the city during the morning rush, including signal issues and a train with mechanical problems.",https://www.nytimes.com/2017/06/20/nyregion/subway-delays-penn-station-lirr.html?searchResultPosition=277,"June 20, 2017"
Here’s what happened in the markets today.,,https://www.nytimes.com/live/2021/10/13/business/news-business-stock-market/heres-whats-happening-in-the-markets-today?searchResultPosition=278,"Oct. 13, 2021"
Carnival cruise ship returns to Miami with ‘small number’ of coronavirus cases.,The Carnival Freedom is the latest Florida cruise ship to be disrupted by the coronavirus as the Omicron variant drives up cases in the U.S.,https://www.nytimes.com/2021/12/27/world/carnival-cruise-covid.html?searchResultPosition=279,"Dec. 27, 2021"
"The war has reduced Ukraine’s grain storage by nearly 15 percent, a report says.",,https://www.nytimes.com/live/2022/09/17/world/ukraine-russia-war/the-war-has-reduced-ukraines-grain-storage-by-nearly-15-percent-a-report-says?searchResultPosition=280,"Sept. 17, 2022"
"With cheap grain, Russia aims to create ‘new dependencies,’ the E.U.’s top diplomat says.",,https://www.nytimes.com/live/2023/08/03/world/russia-ukraine-news/with-cheap-grain-russia-aims-to-create-new-dependencies-the-eus-top-diplomat-says?searchResultPosition=281,"Aug. 3, 2023"
"The war has reduced Ukraine’s grain storage by nearly 15 percent, a report says.",,https://www.nytimes.com/live/2022/09/17/world/ukraine-russia-war/the-war-has-reduced-ukraines-grain-storage-by-nearly-15-percent-a-report-says?searchResultPosition=282,"Sept. 17, 2022"
"Bahrain, a small island nation, is the only regional power participating in the task force.",The small island nation of Bahrain is the only country in the region that has agreed to participate in a task force to protect commercial shipping in the Red Sea.,https://www.nytimes.com/live/2023/12/19/world/israel-hamas-war-gaza-news/middle-east-us-houthi-rebels?searchResultPosition=283,"Dec. 19, 2023"
The U.S. announces a 3-year agriculture partnership with Ukraine to address the food crisis.,,https://www.nytimes.com/2022/06/16/world/europe/us-announces-a-3-year-agriculture-partnership-with-ukraine-to-address-the-food-crisis.html?searchResultPosition=284,"June 16, 2022"
"In This Exhibition, Gender Meets Climate Activism. It’s a Lot.","A sprawling show at the Barbican Art Gallery in London presents works under the banner of “ecofeminism,” linking women’s oppression with humanity’s destruction of nature.",https://www.nytimes.com/2023/10/18/arts/design/resisters-barbican-art-gallery.html?searchResultPosition=285,"Oct. 18, 2023"
2 Slashed at Port Authority Bus Terminal,"Two men suffered apparently non-life-threatening wounds around 8:50 p.m., as New Year’s Eve festivities were underway in Times Square, fire officials said.",https://www.nytimes.com/2014/01/01/nyregion/2-stabbed-at-port-authority-bus-terminal.html?searchResultPosition=286,"Dec. 31, 2013"
"With Port Actions, Occupy Oakland Tests Labor Leaders","Occupy Oakland has cast itself as the true champion of America’s workers, creating a potentially troublesome rift with the Occupy movement’s sometime allies in organized labor.",https://www.nytimes.com/2011/12/14/us/occupy-oakland-angers-labor-leaders.html?searchResultPosition=287,"Dec. 13, 2011"
West Coast Port Gridlock Hits Inventory at Macy’s and Home Depot ,"The department store and home improvement chains, which both reported solid fourth-quarter earnings, have yet to see the full impact of shipping delays that hit inventory levels during a West Coast ports dispute.",https://www.nytimes.com/2015/02/25/business/west-coast-port-gridlock-hits-inventory-at-macys-and-home-depot.html?searchResultPosition=288,"Feb. 24, 2015"
"G.M. and Ford, with big operations in Canada, says protests have not hampered them.",The disruptions could limit the movement of parts and cars between factories in the United States and Canada if the situation deteriorates.,https://www.nytimes.com/2022/02/08/business/protests-in-canada-lead-to-partial-closure-of-a-bridge-used-to-transport-auto-parts.html?searchResultPosition=289,"Feb. 8, 2022"
Brexit Plans Raise Fears of Food Shortages and Jammed Ports,"As the British government prepares for the possibility of a disruptive “no deal” Brexit, it has stirred alarm with plans to stockpile essentials.",https://www.nytimes.com/2018/07/30/world/europe/uk-brexit-shortages.html?searchResultPosition=290,"July 30, 2018"
Ukraine says it has lost $1.5 billion in grain exports.,,https://www.nytimes.com/live/2022/03/31/world/ukraine-russia-war-news/ukraine-says-it-has-lost-1-5-billion-in-grain-exports?searchResultPosition=291,"March 31, 2022"
4 Questions About the Supply Chain,"Supply chain issues have made all kinds of products — paint and lumber, certain foods, clothing and electronics — harder to find.",https://www.nytimes.com/interactive/2021/10/18/business/supply-chain-issues.html?searchResultPosition=292,"Oct. 18, 2021"
"U.K. Nurses, Emergency Responders and Rail Workers Walk Out",Continuing strikes over pay and economic conditions are likely to disrupt travel and services during the holiday season. Here’s what to expect.,https://www.nytimes.com/2022/12/20/world/europe/britain-uk-strikes.html?searchResultPosition=293,"Dec. 20, 2022"
Brexit Plans Raise Fears of Food Shortages and Jammed Ports,"As the British government prepares for the possibility of a disruptive “no deal” Brexit, it has stirred alarm with plans to stockpile essentials.",https://www.nytimes.com/2018/07/30/world/europe/uk-brexit-shortages.html?searchResultPosition=294,"July 30, 2018"
Concerns About Coronavirus Variant Cut Off U.K. From Europe,"Dozens of countries banned air and rail links to Britain, foreshadowing what a “no deal” Brexit could look like in 10 days.",https://www.nytimes.com/2020/12/21/world/europe/coronavirus-variant-uk.html?searchResultPosition=295,"Dec. 21, 2020"
"In London Shops, Greek Cheese, Sicilian Citrus and British Headaches","For companies depending on fast, small deliveries, the costs of new Brexit trade rules are mounting.",https://www.nytimes.com/2022/01/17/business/brexit-food-imports.html?searchResultPosition=296,"Jan. 17, 2022"
My Football Journey: How the youngsters fared across 2023-24,The Athletic wraps up the progress made by our featured young players around the globe at the end of the European campaign,https://www.nytimes.com/athletic/5545130/2024/06/07/my-football-journey-2324-devine/?searchResultPosition=297,June 7
Last Stop on the Way to the Cosmos? No Thanks.,"A small Southern county hopes to land a starring role in the commercial space race. But for residents of the exclusive islands in the flight path, the stakes feel sky-high.",https://www.nytimes.com/2021/08/21/style/space-race-cumberland-island-georgia.html?searchResultPosition=298,"Aug. 21, 2021"
"As Gas Stations Run Dry, Britons Cope With Disruptions to Daily Life","Getting to work, driving a taxi, making an ambulance run: Fuel shortages and long lines at gas stations have Britons scrambling to make trips they once took for granted.",https://www.nytimes.com/2021/09/27/world/europe/britain-gas-shortages.html?searchResultPosition=299,"Sept. 27, 2021"
"Where Dalí Once Painted the Sea, Wind Turbines Are Set to Rise",Contentious plans to erect a wind farm off the northeastern coast of Spain are part of a tense debate over where to locate new renewable energy projects across Europe.,https://www.nytimes.com/2022/07/19/climate/spain-floating-wind-farm.html?searchResultPosition=300,"July 19, 2022"
AIR STRIKE DISRUPTS WORK AT SPACE PORT,strike disrupts some work at Apollo site,https://www.nytimes.com/1966/07/09/archives/air-strike-disrupts-work-at-space-port.html?searchResultPosition=301,"July 9, 1966"
DISRUPTION SEEN IN PACIFIC TRADE; Port Officials Get Warning on Container Boom,"P Rasmussen warns boom in trans-Pacific container service may cause chaos in W Coast ports, s, N Atlantic Ports Assn",https://www.nytimes.com/1968/06/07/archives/disruption-seen-in-pacific-trade-port-officials-get-warning-on.html?searchResultPosition=302,"June 7, 1968"
A trickle of trucks continues to ease Britain into life outside the E.U.,,https://www.nytimes.com/live/2021/01/04/business/us-economy-coronavirus/brexit-ports-britain-eu?searchResultPosition=303,"Jan. 4, 2021"
"Two Years After Deadly Floods Hit Pakistan, It’s Happening Again",Millions of people still recovering from the devastation of 2022 are bracing for the possibility of losing what they’ve rebuilt.,https://www.nytimes.com/2024/09/04/world/asia/pakistan-floods.html?searchResultPosition=304,Sept. 4
"Global Trade Sputters, Leaving Too Much Here, Too Little There","As the pandemic stretches on, consumers and businesses could run short of some products in months to come.",https://www.nytimes.com/2020/04/10/business/economy/global-trade-shortages-coronavirus.html?searchResultPosition=305,"April 10, 2020"
How America’s Great Economic Challenge Suddenly Turned 180 Degrees,Recent supply problems suggest businesses may have trouble responding to rising consumer demand.,https://www.nytimes.com/2021/04/09/upshot/economy-supply-shortages.html?searchResultPosition=306,"April 9, 2021"
"Port Jervis, N.Y.: A 19th-Century Industrial Hub Blessed With Natural Beauty","Once plagued by crime and drugs, this historic river city is reinventing itself as a destination for lovers of the outdoors.",https://www.nytimes.com/2019/07/24/realestate/port-jervis-ny-a-19th-century-industrial-hub-blessed-with-natural-beauty.html?searchResultPosition=307,"July 24, 2019"
"France reopens border with Britain to trucks, requiring rapid Covid-19 tests for drivers.",,https://www.nytimes.com/live/2020/12/22/business/us-economy-coronavirus/france-britain-border-supply-chain?searchResultPosition=308,"Dec. 22, 2020"
The Best Wall Outlets With USB Charging Ports,"USB ports—especially the newer, slimmer, faster USB-C ports—are the charging connector of choice for most modern laptops, tablets, phones, wireless headphones, and other everyday electronics.",https://www.nytimes.com/wirecutter/reviews/best-wall-outlets-with-usb-charging-ports/?searchResultPosition=309,"March 2, 2017"
"Snow Causes Commuter Chaos at Port Authority, Penn Station and on New Jersey Roadways",The New York metropolitan area was unprepared to deal with a predicted snowfall on Thursday.,https://www.nytimes.com/2018/11/15/nyregion/mta-nj-transit-nyc-commute.html?searchResultPosition=310,"Nov. 15, 2018"
