Date,URL,Title,Source,Country,LABEL,Cleaned_Title
20201211T204500Z,https://gcaptain.com/cma-cgm-suspends-cargo-bound-for-south-china-ports-in-early-2021/,CMA CGM Suspends Cargo Bound for South China Ports in Early 2021 â€“ gCaptain,gcaptain.com,United States,4,cma cgm suspends cargo bound south china port early 2021 â€ “ gcaptain
20201121T041500Z,https://gcaptain.com/canadian-pea-and-lentil-exports-hit-by-container-shortage/,Canadian Pea and Lentil Exports Hit by Container Shortage â€“ gCaptain,gcaptain.com,United States,4,canadian pea lentil export hit container shortage â€ “ gcaptain
20201215T011500Z,https://gcaptain.com/hafnia-confirms-tanker-bw-rhine-hit-by-explosion-in-saudi-arabia/,Hafnia Confirms Tanker BW Rhine Hit by Explosion in Saudi Arabia â€“ gCaptain,gcaptain.com,United States,6,hafnia confirms tanker bw rhine hit explosion saudi arabia â€ “ gcaptain
20201217T200000Z,https://gcaptain.com/general-cargo-ship-goes-missing-off-vietnam/,General Cargo Ship Goes Missing Off Vietnam â€“ gCaptain,gcaptain.com,United States,6,general cargo ship go missing vietnam â€ “ gcaptain
20201209T010000Z,https://gcaptain.com/crude-oil-tanker-suffers-engine-room-fire-off-taiwan/,Crude Oil Tanker Suffers Engine Room Fire Off Taiwan â€“ gCaptain,gcaptain.com,United States,2,crude oil tanker suffers engine room fire taiwan â€ “ gcaptain
20201124T224500Z,https://gcaptain.com/containership-grounds-next-to-wrecked-containership-in-singapore-strait/,Containership Grounds Next to Wrecked Containership in Singapore Strait â€“ gCaptain,gcaptain.com,United States,2,containership ground next wrecked containership singapore strait â€ “ gcaptain
20201021T140000Z,https://gcaptain.com/louisiana-cameron-lng-terminal-hurricane/,Louisiana Cameron LNG Terminal Reopens After Hurricane Delta,gcaptain.com,United States,9,louisiana cameron lng terminal reopens hurricane delta
20201223T223000Z,https://gcaptain.com/clogged-u-k-port-reopens-in-chaos-as-truckers-await-covid-tests/,Clogged U . K . Port Reopens in Chaos as Truckers Await Covid Tests â€“ gCaptain,gcaptain.com,United States,7,clogged u k port reopens chaos trucker await covid test â€ “ gcaptain
20201228T213000Z,https://gcaptain.com/loading-of-more-than-140-grains-ships-in-argentina-delayed-due-to-strike/,Loading of More Than 140 Grains Ships in Argentina Delayed Due to Strike â€“ gCaptain,gcaptain.com,United States,1,loading 140 grain ship argentina delayed due strike â€ “ gcaptain
20201004T213000Z,https://gcaptain.com/cruise-ship-breaking-booms-in-turkey-after-pandemic-scuttles-sector/,Cruise Ship - Breaking Booms In Turkey After Pandemic Scuttles Sector,gcaptain.com,United States,12,cruise ship breaking boom turkey pandemic scuttle sector
20201228T170000Z,https://gcaptain.com/murmansk-trawler-sinking/,Russian Trawler Sinks in Barents Sea with 17 Missing â€“ gCaptain,gcaptain.com,United States,6,russian trawler sink barents sea 17 missing â€ “ gcaptain
20221117T003000Z,https://gcaptain.com/harbor-tug-lockout-threatens-nationwide-port-shutdown-in-australia/,Harbor Tug Lockout Threatens  Nationwide Port Shutdown  in Australia,gcaptain.com,United States,4,harbor tug lockout threatens nationwide port shutdown australia
20221122T011500Z,https://gcaptain.com/drone-fired-rocket-hits-offshore-oil-terminal-in-yemen/,Drone - Fired Rocket Hits Offshore Oil Terminal in Yemen,gcaptain.com,United States,3,drone fired rocket hit offshore oil terminal yemen
20221221T161500Z,https://gcaptain.com/dozens-of-ships-stuck-off-iran-as-payment-snags-bite-sources/,Dozens of Ships Stuck Off Iran as Payment Snags Bite,gcaptain.com,United States,4,dozen ship stuck iran payment snag bite
20221209T231500Z,https://gcaptain.com/taiwanese-trawler-loaded-with-diesel-and-fuel-oil-grounds-on-saint-brandon/,Taiwanese Trawler Loaded with Diesel and Fuel Oil Grounds on Saint Brandon,gcaptain.com,United States,2,taiwanese trawler loaded diesel fuel oil ground saint brandon
20221027T151500Z,https://gcaptain.com/unwanted-russian-oil-singapore/,Unwanted Russian Oil Fills Singapore Anchorage,gcaptain.com,United States,8,unwanted russian oil fill singapore anchorage
20221031T183000Z,https://gcaptain.com/american-fishing-trawler-sinks-after-collision-with-msc-containership/,American Fishing Trawler Sinks After Collision with MSC Containership,gcaptain.com,United States,2,american fishing trawler sink collision msc containership
20221206T183000Z,https://gcaptain.com/turkish-tanker-jam-leaves-millions-of-barrels-stuck-at-sea/,Turkish Tanker Jam Leaves Millions of Barrels Stuck at Sea,gcaptain.com,United States,4,turkish tanker jam leaf million barrel stuck sea
20221221T211500Z,https://gcaptain.com/salvage-continues-for-grounded-fishing-vessel-on-santa-cruz-island/,Salvage Continues for Grounded Fishing Vessel on Santa Cruz Island,gcaptain.com,United States,2,salvage continues grounded fishing vessel santa cruz island
20221122T224500Z,https://gcaptain.com/u-s-navy-confirms-iranian-drone-struck-tanker-in-middle-east/,U . S . Navy Confirms Iranian Drone Struck Tanker in Middle East,gcaptain.com,United States,7,u navy confirms iranian drone struck tanker middle east
20221107T200000Z,https://gcaptain.com/grounded-supertanker-could-take-a-month-to-free-indonesia-navy/,Grounded Supertanker Could Take a Month to Free - Indonesia Navy,gcaptain.com,United States,10,grounded supertanker could take month free indonesia navy
20221116T160000Z,https://gcaptain.com/eastern-pacific-shipping-tanker-hit-by-projectile-off-oman/,Eastern Pacific Shipping Tanker Hit By  Projectile  Off Oman,gcaptain.com,United States,12,eastern pacific shipping tanker hit projectile oman
20221025T201500Z,https://gcaptain.com/carnival-halts-asian-cruises-as-chinas-covid-zero-policy-bites/,Carnival Halts Asia Cruises AsÂ China Covid Zero Policy Bites,gcaptain.com,United States,11,carnival halt asia cruise asâ china covid zero policy bite
20240709T184500Z,https://gcaptain.com/singapore-container-ship-logjam-spills-over-to-malaysian-port/,Singapore Container Ship Logjam Spills Over to Malaysian Port,gcaptain.com,United States,4,singapore container ship logjam spill malaysian port
20240904T204500Z,https://gcaptain.com/singapore-allows-night-movements-at-pasir-panjang-container-terminal-to-reduce-wait-times/,SingaporeÂ Allows Night Movements at Pasir Panjang Container Terminal to Reduce Wait Times,gcaptain.com,United States,4,singaporeâ allows night movement pasir panjang container terminal reduce wait time
20240719T171500Z,https://gcaptain.com/new-attack-reported-in-the-gulf-of-aden/,New Attack Reported in the Gulf of Aden,gcaptain.com,United States,3,new attack reported gulf aden
20240720T183000Z,https://gcaptain.com/malaysia-coast-guard-says-tanker-involved-in-fire-has-left-site/,MalaysiaÂ Coast GuardÂ Says Tanker Involved In Fire Has Left Site,gcaptain.com,United States,2,malaysiaâ coast guardâ say tanker involved fire left site
20240820T173000Z,https://gcaptain.com/russian-oil-takes-long-route-to-asia-avoiding-red-sea/,"Russian Oil Takes Long Route to Asia , Avoiding Red Sea",gcaptain.com,United States,11,russian oil take long route asia avoiding red sea
20240719T123000Z,https://gcaptain.com/tankers-on-fire-after-collision-off-singapore/,TankersÂ On Fire After Collision OffÂ Singapore,gcaptain.com,United States,2,tankersâ fire collision offâ singapore
20240809T181500Z,https://gcaptain.com/watch-huge-explosion-on-containership-ym-mobility-at-ningbo-zhoushan-port/,Watch : Huge Explosion on Containership YM Mobility at Ningbo - Zhoushan Port,gcaptain.com,United States,6,watch huge explosion containership ym mobility ningbo zhoushan port
20240720T220000Z,https://gcaptain.com/two-attacks-northwest-of-yemens-mokha-reported/,Two Attacks Northwest Of Yemen Mokha Reported,gcaptain.com,United States,3,two attack northwest yemen mokha reported
20211221T213000Z,https://www.businessdailyafrica.com/bd/corporate/shipping-logistics/container-uranium-nabbed-mombasa-port-3659764,Container with uranium nabbed at Mombasa port,businessdailyafrica.com,Kenya,5,container uranium nabbed mombasa port
20211007T021500Z,https://www.msn.com/en-xl/asia/srilanka/slpa-successfully-assists-stricken-container-ship/ar-AAPdwex,SLPA successfully assists stricken container ship,msn.com,United States,2,slpa successfully assist stricken container ship
20211026T214500Z,https://www.freightwaves.com/news/minnesota-port-ready-to-handle-waterborne-international-containers,Minnesota port ready to handle waterborne international containers,freightwaves.com,United States,4,minnesota port ready handle waterborne international container
20211221T140000Z,https://www.theeastafrican.co.ke/tea/news/east-africa/kenya-defends-order-send-back-ship-with-toxic-waste-to-india-3659724,Kenya defends order to send back ship with toxic waste to India,theeastafrican.co.ke,Kenya,8,kenya defends order send back ship toxic waste india
20211104T163000Z,https://www.seattlemet.com/news-and-city-life/2021/11/seattle-shipping-container-s-supply-chain-journey,Seattle Stacked Shipping Containers Mask a Supply Chain Whirlwind,seattlemet.com,United States,12,seattle stacked shipping container mask supply chain whirlwind
20211204T073000Z,https://www.maritime-executive.com/article/first-berths-at-singapore-s-gigantic-tuas-port-set-enter-service,First Berths at Singapore Gigantic Tuas Port Set Enter Service,maritime-executive.com,United States,4,first berth singapore gigantic tuas port set enter service
20211119T060000Z,https://www.thehindubusinessline.com/economy/logistics/hazardous-cargo-containers-shipped-from-pakistan-to-china-seized-at-mundra-port/article37573179.ece,Hazardous cargo containers shipped from Pakistan to China seized at Mundra Port,thehindubusinessline.com,India,5,hazardous cargo container shipped pakistan china seized mundra port
20211021T040000Z,https://www.straitstimes.com/singapore/over-2500-workers-hired-tuas-port-storage-space-tapped-as-spore-ports-help-to-tackle,"Spore opens Tuas port storage space , hires 2 , 500 workers to help ease global supply chain crisis",straitstimes.com,Singapore,4,spore open tuas port storage space hire 2 500 worker help ease global supply chain crisis
20211005T061500Z,https://ajot.com/news/port-of-oakland-lands-fourth-first-call-service-in-2021,Port of Oakland lands fourth first - call service in 2021,ajot.com,United States,4,port oakland land fourth first call service 2021
20211215T180000Z,https://gcaptain.com/port-of-oakland-imports-rebound-in-november-as-ships-return/,Port of Oakland Imports Rebound in November as Ships Return,gcaptain.com,United States,4,port oakland import rebound november ship return
20211005T050000Z,http://www.colombopage.com/archive_21B/Oct05_1633407875CH.php,Sri Lanka : Sri Lanka Port Authority acts timely to discharge leaky container onboard MV Thalassa Patris,colombopage.com,Sri Lanka,6,sri lanka sri lanka port authority act timely discharge leaky container onboard mv thalassa patris
20211206T050000Z,https://www.netwerk24.com/netwerk24/za/weslander/nuus/container-ship-msc-trieste-in-port-for-repairs-20211201-2,Container ship MSC Trieste in port for repairs,netwerk24.com,South Africa,2,container ship msc trieste port repair
20211207T153000Z,http://idrw.org/sagar-sagarmala-and-seaports-how-triple-s-growth-triangle-promises-to-rewrite-indias-maritime-history/,"SAGAR , Sagarmala and seaports : How  Triple growth triangle promises to rewrite India maritime history â€“ Indian Defence Research Wing",idrw.org,India,12,sagar sagarmala seaport triple growth triangle promise rewrite india maritime history â€ “ indian defence research wing
20211021T034500Z,https://www.thestar.com.my/aseanplus/aseanplus-news/2021/10/21/singapore-ports-hire-more-workers-increase-storage-capacity-to-tackle-global-supply-crisis,"Singapore ports hire more workers , increase storage capacity to tackle global supply crisis",thestar.com.my,Malaysia,4,singapore port hire worker increase storage capacity tackle global supply crisis
20211219T060000Z,https://www.fleetmon.com/maritime-news/2021/36593/8100-teu-container-ship-mol-charisma-troubled-agai/,"8100 - TEU container ship MOL CHARISMA troubled again , under tow",fleetmon.com,,2,8100 teu container ship mol charisma troubled tow
20211102T044500Z,https://www.bnnbloomberg.ca/ships-queues-worsen-port-delays-from-singapore-to-piraeus-1.1675498,Ships Queues Worsen Port Delays From Singapore to Piraeus,bnnbloomberg.ca,Canada,1,ship queue worsen port delay singapore piraeus
20211022T164500Z,https://www.marinelog.com/inland-coastal/ports-terminals/duluth-superior-boosts-box-handling-capabilities/,Duluth - Superior boosts box handling capabilities,marinelog.com,United States,4,duluth superior boost box handling capability
20211022T181500Z,http://www.businessnorth.com/daily_briefing/expanded-maritime-container-capability-available-in-duluth/article_3aeb5396-334c-11ec-9db9-73a7c4dac1f3.html,Expanded maritime container capability available in Duluth,businessnorth.com,United States,12,expanded maritime container capability available duluth
20211122T123000Z,https://www.hellenicshippingnews.com/shanghais-yangshan-open-for-foreign-vessels-as-international-cargo-relay-port/,Shanghai Yangshan open for foreign vessels as international cargo - relay port | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,shanghai yangshan open foreign vessel international cargo relay port hellenic shipping news worldwide
20211224T050000Z,http://english.sina.com/buz/b/2021-12-24/detail-ikyamrmz0904261.shtml,China Shandong Port Group sees 1 . 5 - bln - tonne cargo throughput - Buz & Tech News,english.sina.com,China,4,china shandong port group see 1 5 bln tonne cargo throughput buz tech news
20211026T000000Z,https://www.telegraph.co.uk/world-news/2021/10/25/russian-navy-stops-pirates-hijacking-panamanian-ship-coast-nigeria/,Russian navy stops pirates hijacking Panamanian ship off coast of Nigeria,telegraph.co.uk,United Kingdom,3,russian navy stop pirate hijacking panamanian ship coast nigeria
20211103T043000Z,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/ships-queues-worsen-port-delays-from-singapore-to-piraeus/articleshow/87500166.cms,port : Ships queues worsen port delays from Singapore to Piraeus,economictimes.indiatimes.com,India,1,port ship queue worsen port delay singapore piraeus
20211203T081500Z,https://www.thomasnet.com/insights/5-largest-ports-in-the-world/,5 Largest Ports in the World,thomasnet.com,United States,12,5 largest port world
20211112T191500Z,https://gcaptain.com/bulk-carrier-spewing-toxic-fumes-moved-offshore-in-south-africa/,Bulk Carrier Spewing Toxic Fumes Moved Offshore in South Africa,gcaptain.com,United States,8,bulk carrier spewing toxic fume moved offshore south africa
20211211T011500Z,http://www.frontpagemag.com/point/2021/12/california-supply-chain-crisis-solved-hiding-it-daniel-greenfield/,California Supply Chain Crisis Solved ... By Hiding It In the Sea,frontpagemag.com,United States,4,california supply chain crisis solved ... hiding sea
20211102T133000Z,https://www.msn.com/en-us/money/markets/the-containers-on-more-than-70-ships-anchored-off-los-angeles-would-stretch-from-southern-california-to-chicago-if-laid-end-to-end-an-analysis-has-found/ar-AAQebIX,"The containers on more than 70 ships anchored off Los Angeles would stretch from Southern California to Chicago if laid end to end , an analysis has found",msn.com,United States,4,container 70 ship anchored los angeles would stretch southern california chicago laid end end analysis found
20211102T120000Z,https://www.freshfruitportal.com/news/2021/11/02/ship-queues-worsen-port-delays-around-the-world/,Ship queues worsen port delays around the world - FreshFruitPortal . com,freshfruitportal.com,United States,1,ship queue worsen port delay around world freshfruitportal com
20211214T211500Z,https://www.taipeitimes.com/News/world/archives/2021/12/15/2003769643,Two arrested after fatal ship collision in Sweden,taipeitimes.com,Taiwan,2,two arrested fatal ship collision sweden
20211031T110000Z,https://www.thehindubusinessline.com/economy/logistics/boosting-box-transhipment/article37265105.ece,Boosting box transhipment - The Hindu BusinessLine,thehindubusinessline.com,India,4,boosting box transhipment hindu businessline
20211111T223000Z,https://www.hellenicshippingnews.com/us-senator-proposes-125m-in-grants-to-reroute-container-ships/,US senator proposes $125M in grants to reroute container ships | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,u senator proposes 125m grant reroute container ship hellenic shipping news worldwide
20211221T100000Z,https://www.msn.com/en-ae/news/world/madagascar-boat-accident-17-dead-and-68-missing/ar-AAS0N8n,Madagascar boat accident : 17 dead and 68 missing,msn.com,United States,2,madagascar boat accident 17 dead 68 missing
20211224T013000Z,http://www.xinhuanet.com/english/20211224/ce123bb0f73443e3a9a3ccff42a8f96d/c.html,China Shandong Port Group sees 1 . 5 - bln - tonne cargo throughput - Xinhua,xinhuanet.com,China,4,china shandong port group see 1 5 bln tonne cargo throughput xinhua
20211130T184500Z,https://www.freshplaza.com/article/9378555/banana-reefer-ship-strikes-seawall-while-departing-japanese-port/,Banana reefer ship strikes seawall while departing Japanese port,freshplaza.com,China,11,banana reefer ship strike seawall departing japanese port
20211023T201500Z,https://news.yahoo.com/calling-containers-duluth-port-expands-190800990.html,Calling all containers : Duluth port expands capabilities,news.yahoo.com,United States,4,calling container duluth port expands capability
20211005T140000Z,https://www.sfchronicle.com/bayarea/article/The-stuff-we-want-to-buy-is-in-shorter-supply-16508271.php,The supply chain crisis has hit the Bay Area - partly because of epic cargo backlogs in Southern California,sfchronicle.com,United States,4,supply chain crisis hit bay area partly epic cargo backlog southern california
20211026T134500Z,https://tass.com/defense/1354197,Russian Defense Ministry posts clip of marines freeing ship from pirates in African waters,tass.com,,12,russian defense ministry post clip marine freeing ship pirate african water
20211223T100000Z,https://www.france24.com/en/africa/20211223-death-toll-from-madagascar-shipwreck-rises-to-85,Death toll from Madagascar shipwreck rises to 85,france24.com,France,2,death toll madagascar shipwreck rise 85
20211223T091500Z,https://guardian.ng/news/madagascar-shipwreck-death-toll-rises-to-85/,Madagascar shipwreck death toll rises to 85,guardian.ng,Nigeria,2,madagascar shipwreck death toll rise 85
20211014T073000Z,https://www.bnnbloomberg.ca/wild-weather-sparks-ship-backlog-from-shenzhen-to-singapore-1.1666091,Wild Weather Sparks Ship Backlog From Shenzhen to Singapore,bnnbloomberg.ca,Canada,9,wild weather spark ship backlog shenzhen singapore
20211005T113000Z,http://bizenglish.adaderana.lk/slpa-acts-timely-to-discharge-leaky-container-onboard-mv-thalassa-patris/,SLPA Acts timely to discharge leaky container onboard MV Thalassa Patris - Adaderana Biz English,bizenglish.adaderana.lk,,6,slpa act timely discharge leaky container onboard mv thalassa patris adaderana biz english
20211102T154500Z,https://www.ttnews.com/articles/ship-queues-worsen-port-delays-singapore-greece,Ship Queues Worsen Port Delays From Singapore to Greece,ttnews.com,United States,1,ship queue worsen port delay singapore greece
20211215T040000Z,http://global.chinadaily.com.cn/a/202112/15/WS61b956eaa310cdd39bc7b74a.html,"Despite COVID headwinds , busy container ports herald robust foreign trade",global.chinadaily.com.cn,China,4,despite covid headwind busy container port herald robust foreign trade
20211223T110000Z,https://english.ahram.org.eg/NewsContent/2/10/451990/World/Africa/-Madagascar-shipwreck-death-toll-rises-to-.aspx,Madagascar shipwreck death toll rises to 85 - Africa - World,english.ahram.org.eg,Egypt,2,madagascar shipwreck death toll rise 85 africa world
20211202T144500Z,https://www.finanznachrichten.de/nachrichten-2021-12/54650045-navis-unveils-lashing-monitor-to-reduce-the-risk-of-container-loss-and-damage-and-increase-safety-at-sea-004.htm,Navis Unveils Lashing Monitor to Reduce the Risk of Container Loss and Damage and Increase Safety at Sea,finanznachrichten.de,Germany,6,navis unveils lashing monitor reduce risk container loss damage increase safety sea
20211205T221500Z,https://tass.com/world/1371087,Polish Maritime Office confirms detention of Russian vessel in Baltic Sea,tass.com,,12,polish maritime office confirms detention russian vessel baltic sea
20211214T181500Z,http://www.msn.com/en-us/news/world/report-british-ship-didnt-noticed-it-rammed-smaller-vessel/ar-AARNEJB,Report : British ship didnt noticed it rammed smaller vessel,msn.com,United States,2,report british ship didnt noticed rammed smaller vessel
20211129T033000Z,https://gcaptain.com/port-congestion-eases-asia-u-s-battles-import-deluge/,Port Congestion Eases in Asia While U . S . Battles Import Deluge,gcaptain.com,United States,4,port congestion eas asia u battle import deluge
20211110T181500Z,https://www.news24.com/news24/southafrica/news/vessel-evacuated-from-port-in-st-helena-bay-after-releasing-toxic-fumes-20211110,Vessel evacuated from port in St Helena Bay after releasing toxic fumes,news24.com,South Africa,8,vessel evacuated port st helena bay releasing toxic fume
20211014T200000Z,https://www.bloodhorse.com/horse-racing/articles/tag/cargo-travel,Cargo travel Headlines - Page 1 of 1,bloodhorse.com,United States,12,cargo travel headline page 1 1
20211110T203000Z,https://www.timeslive.co.za/news/south-africa/2021-11-10-ship-evacuated-at-st-helena-bay-due-to-toxic-fumes-is-no-threat-to-humans/,Ship evacuated at St Helena Bay due to toxic fumes is  no threat to humans  ,timeslive.co.za,South Africa,8,ship evacuated st helena bay due toxic fume threat human
20211115T204500Z,https://www.marketscreener.com/news/latest/FMC-Effort-Will-Examine-How-Data-Can-Improve-Ocean-Cargo-Velocity--37031579/,FMC Effort Will Examine How Data Can Improve Ocean Cargo Velocity,marketscreener.com,,12,fmc effort examine data improve ocean cargo velocity
20211228T214500Z,https://neworleanscitybusiness.com/blog/2021/12/28/book-of-lists-newsmaker-port-todd-rives/,Book of Lists Newsmaker â€“ Port : Todd Rives | New Orleans CityBusiness,neworleanscitybusiness.com,United States,12,book list newsmaker â€ “ port todd rives new orleans citybusiness
20211121T053000Z,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/port-congestion-eases-in-asia-while-u-s-battles-import-deluge/articleshow/87827971.cms,port congestion : Port congestion eases in Asia while U . S . battles import deluge,economictimes.indiatimes.com,India,4,port congestion port congestion eas asia u battle import deluge
20211105T150000Z,https://www.bloombergquint.com/global-economics/port-snarls-show-cargo-ships-trying-to-avoid-the-big-bottlenecks,Port Snarls Show Cargo Ships Trying to Avoid the Big Bottlenecks,bloombergquint.com,India,4,port snarl show cargo ship trying avoid big bottleneck
20211210T000000Z,https://www.gwinnettdailypost.com/news/port-of-savannah-sets-16th-consecutive-monthly-cargo-record/article_22abcd6b-5f23-5281-ac3f-1cdc3fde6dd4.html,Port of Savannah sets 16th consecutive monthly cargo record,gwinnettdailypost.com,United States,4,port savannah set 16th consecutive monthly cargo record
20211222T100000Z,https://bdnews24.com/world/africa/2021/12/22/death-toll-from-madagascar-boat-accident-rises-to-64,Death toll from Madagascar boat accident rises to 64,bdnews24.com,Bangladesh,2,death toll madagascar boat accident rise 64
20211112T161500Z,https://theloadstar.com/port-congestion-cascades-into-intra-asia-services-disrupting-container-traffic/,"Port congestion cascades into intra - Asia services , disrupting container traffic",theloadstar.com,,4,port congestion cascade intra asia service disrupting container traffic
20211116T133000Z,https://www.offshore-energy.biz/dcsa-new-standards-to-enable-jit-arrivals/,DCSA : New standards enable just - in - time arrivals,offshore-energy.biz,,12,dcsa new standard enable time arrival
20211217T111500Z,http://www.msn.com/en-us/news/world/briton-ordered-held-by-sweden-court-in-deadly-ship-collision/ar-AARUewk,Briton ordered held by Sweden court in deadly ship collision,msn.com,United States,2,briton ordered held sweden court deadly ship collision
20211212T073000Z,https://www.msn.com/en-xl/news/other/busy-container-ports-herald-chinas-robust-foreign-trade/ar-AARJg0D,Busy container ports herald China robust foreign trade,msn.com,United States,4,busy container port herald china robust foreign trade
20211218T003000Z,https://www.bizjournals.com/stlouis/news/2021/12/17/mississippi-river-cargo-hub-st-louis-shipping-hub.html,Developers back new Mississippi River cargo port that could make St . Louis a shipping hub,bizjournals.com,United States,12,developer back new mississippi river cargo port could make st louis shipping hub
20211115T164500Z,https://businessmirror.com.ph/2021/11/15/container-traffic-surge-boosts-sbma-seaport-income-to-p997-million/,Container traffic surge boosts SBMA seaport income to P997 million,businessmirror.com.ph,Philippines,4,container traffic surge boost sbma seaport income p997 million
20211130T024500Z,https://pakobserver.net/kpt-to-build-six-lane-bridge-connecting-east-and-west-wharves/,"KPT to build six - lane bridge , connecting east and west wharves",pakobserver.net,Pakistan,12,kpt build six lane bridge connecting east west wharf
20211006T070000Z,https://thepeninsulaqatar.com/article/06/10/2021/Qatar%E2%80%99s-ports-see-67-rise-in-transshipment-volume,Qatar ports see 67 % rise in transshipment volume - The Peninsula Qatar,thepeninsulaqatar.com,Qatar,4,qatar port see 67 rise transshipment volume peninsula qatar
20211102T174500Z,https://tass.com/economy/1357159,Cargo for Rooppur NPP in Bangladesh to be supplied over Northern Sea Route,tass.com,,11,cargo rooppur npp bangladesh supplied northern sea route
20211203T120000Z,https://www.offshore-energy.biz/psa-one-set-up-eco-friendly-barge-service/,"PSA , ONE set up eco - friendly barge service at Jurong Island Terminal",offshore-energy.biz,,12,psa one set eco friendly barge service jurong island terminal
20211111T110000Z,https://www.msn.com/en-us/money/other/port-snarls-mean-cargo-ships-try-to-avoid-bottlenecks/ar-AAQmCqj,Port Snarls Mean Cargo Ships Try to Avoid Bottlenecks,msn.com,United States,4,port snarl mean cargo ship try avoid bottleneck
20211212T114500Z,http://www.news.cn/english/2021-12/12/c_1310367365.htm,Yearender - Economic Watch : Busy container ports herald China robust foreign trade,news.cn,China,4,yearender economic watch busy container port herald china robust foreign trade
20211116T181500Z,https://www.marineinsight.com/shipping-news/complete-framework-of-just-in-time-standards-for-main-port-call-activities-dcsa/,Complete Framework Of Just - In - Time Standards For Main Port Call Activities : DCSA,marineinsight.com,United States,12,complete framework time standard main port call activity dcsa
20211101T143000Z,https://www.freshplaza.com/article/9369289/one-reports-891-increase-in-profit/,ONE reports 891 % increase in profit,freshplaza.com,China,12,one report 891 increase profit
20211203T180000Z,https://www.freightwaves.com/news/apm-terminals-elizabeth-courts-customers-needing-intermodal-rail-service-to-midwest,APM Terminals Elizabeth courts customers needing intermodal rail service to Midwest,freightwaves.com,United States,7,apm terminal elizabeth court customer needing intermodal rail service midwest
20211209T193000Z,https://www.environmentalleader.com/2021/12/zephyr-boree-receives-approval-for-wind-propelled-shipping-vessel/,ZÃ©phyr & BorÃ©e Receives Approval For Wind - Propelled Shipping Vessel,environmentalleader.com,United States,12,zã©phyr borã©e receives approval wind propelled shipping vessel
20211206T230000Z,https://www.theepochtimes.com/ships-continue-to-flood-the-la-ports_4141655.html,Ships Continue to Flood the LA Ports,theepochtimes.com,United States,9,ship continue flood la port
20211216T030000Z,https://maritime-executive.com/article/after-months-of-skipped-calls-oakland-gets-boxship-traffic-rebound,"After Months of Skipped Calls , Oakland Gets Boxship Traffic Rebound",maritime-executive.com,United States,4,month skipped call oakland get boxship traffic rebound
20211024T183000Z,https://www.freightwaves.com/news/import-boom-side-effect-more-container-ship-accidents-in-pacific,Import boom side effect : More container - ship accidents in Pacific,freightwaves.com,United States,2,import boom side effect container ship accident pacific
20211113T024500Z,https://www.wwltv.com/article/news/local/orleans/volume-rising-above-40-at-port-of-nola/289-2071d831-a5dd-49cc-af9e-a8c951c55fab,Volume rising above 40 % at Port of NOLA,wwltv.com,United States,4,volume rising 40 port nola
20211110T013000Z,https://gcaptain.com/cargo-ships-avoid-big-ports/,Cargo Ships Are Trying To Avoid Big Ports,gcaptain.com,United States,4,cargo ship trying avoid big port
20211101T194500Z,https://www.capetalk.co.za/articles/431178/transnet-ceo-portia-derby-explains-loss-of-r8-4-billion-it-s-first-in-years,Transnet CEO Portia Derby explains loss of R8 . 4 billion â€“ it first in years,capetalk.co.za,South Africa,6,transnet ceo portia derby explains loss r8 4 billion â€ “ first year
20211222T133000Z,https://www.marinelink.com/news/madagascar-boat-accident-death-toll-rises-493039,Madagascar Boat Accident : Death Toll Rises To 64,marinelink.com,United States,2,madagascar boat accident death toll rise 64
20211202T060000Z,https://www.msn.com/en-us/money/news/supply-chain-chaos-is-causing-ship-emissions-to-jump/ar-AARn7Fd,Supply chain chaos is causing ship emissions to jump,msn.com,United States,12,supply chain chaos causing ship emission jump
20211105T231500Z,https://www.timescolonist.com/local-news/damaged-container-ship-gets-green-light-to-move-to-port-in-nanaimo-or-vancouver-4729893,Damaged container ship gets green light to move to port in Nanaimo or Vancouver,timescolonist.com,Canada,4,damaged container ship get green light move port nanaimo vancouver
20211213T083000Z,https://www.dailymail.co.uk/news/article-10303585/Two-cargo-ships-one-British-collide-Baltic-Sea.html,Two cargo ships - one British - collide in the Baltic Sea,dailymail.co.uk,United Kingdom,12,two cargo ship one british collide baltic sea
20211228T180000Z,https://www.urdupoint.com/en/middle-east/jebel-ali-port-receives-kaiso-line039s-mv-1437384.html,Jebel Ali Port Receives Kaiso Lines MV Atlantic Pioneer,urdupoint.com,Pakistan,4,jebel ali port receives kaiso line mv atlantic pioneer
20211213T163000Z,https://www.dailyrecord.co.uk/news/scottish-news/man-dead-after-ship-crash-25686656,Man dead after Scots cargo ship crashed into Danish vessel in Baltic Sea,dailyrecord.co.uk,United Kingdom,2,man dead scot cargo ship crashed danish vessel baltic sea
20211022T044500Z,https://www.maritime-executive.com/article/as-major-u-s-hub-ports-struggle-their-neighbors-want-more-traffic,"As Major U . S . Hub Ports Struggle , Their Neighbors Want More Traffic",maritime-executive.com,United States,4,major u hub port struggle neighbor want traffic
